Player;Age;Tm;TS%;FTr;TRB%;AST%;STL%
J,R, Reid;27;SAS;0,514;0,53;10,7;3,2;2
David Wood;31;DAL;0,53;0,26;10,9;6,2;1,3
Pete Myers;32;MIA;0,476;0,475;6,7;23,8;1,2
Yinka Dare;23;NJN;0,479;0,431;15,9;0;0,7
Anthony Goldwire;24;CHH;0,536;0,317;4,2;27,4;1,4
John Crotty;26;CLE;0,59;0,632;5,8;26,9;2,1
Eric Mobley;25;VAN;0,543;0,634;12,3;6,2;1,1
Corliss Williamson;22;SAC;0,487;0,313;10,8;6,9;0,9
Doug Overton;26;DEN;0,45;0,309;6;27;1,1
Gary Grant;30;NYK;0,562;0,32;5,2;19;3,5
Billy Owens;26;SAC;0,472;0,35;12,2;19,3;1,6
Duane Ferrell;30;IND;0,529;0,343;9,8;8,2;2,1
Chris Carr;21;PHO;0,493;0,276;10;11,4;0,9
Bryon Russell;25;UTA;0,507;0,472;9,6;7,2;2,7
Lawrence Moten;23;VAN;0,52;0,304;6,2;17,4;2,7
Travis Best;23;IND;0,545;0,552;4,8;26,8;1,9
Mark Davis;22;MIN;0,47;0,779;13,1;12,6;3,6
Tim Breaux;25;HOU;0,445;0,28;6;6,3;1
Kenny Gattison;31;VAN;0,51;0,411;11,7;4,6;0,9
Chris Gatling;28;MIA;0,625;0,29;18;6,6;1,6
Cory Alexander;22;SAS;0,506;0,161;4,2;31,6;2,5
Chris Webber;22;WSB;0,581;0,25;12;24,9;2,5
Andrew Lang;29;MIN;0,466;0,222;13,2;0,9;0,7
Jason Caffey;22;CHI;0,474;0,42;11,9;6,3;1,2
Sasha Danilovic;25;MIA;0,591;0,391;4,9;14,9;1,5
Herb Williams;37;NYK;0,432;0,139;9;7,7;1,3
Tony Smith;27;PHO;0,499;0,214;6,1;24,7;2
Rex Walters;25;PHI;0,566;0,4;5,3;29,5;2,2
Doug Edwards;25;VAN;0,432;0,418;9,8;11,8;1
Rafael Addison;31;CHH;0,489;0,133;10,6;9,2;0,9
Terry Davis;28;DAL;0,532;0,435;12,2;6,2;1
Willie Anderson;29;NYK;0,464;0,233;7,2;15;1,8
Junior Burrough;23;BOS;0,448;0,547;12,3;4,6;1,5
Dontonio Wingfield;21;POR;0,48;0,217;12,2;8,9;2,1
Greg Graham;25;NJN;0,502;0,317;4,8;14,1;2,2
John Salley;31;TOR;0,558;0,619;12;12;1,2
Greg Sutton;28;PHI;0,531;0,162;4,3;23,8;1,9
Matt Bullard;28;ATL;0,509;0,123;7,7;6,4;2
Pete Myers;32;CHH;0,429;0,529;9;14,8;2,3
Rick Mahorn;37;NJN;0,421;0,385;13,4;5,7;1,6
Kendall Gill;27;NJN;0,539;0,388;5,7;14,9;2,8
Khalid Reeves;23;CHH;0,577;0,432;5,8;26,4;2
Khalid Reeves;23;NJN;0,477;0,284;5,2;17,7;2,7
Antonio Harvey;25;LAC;0,362;0,31;15,5;2,1;1,6
Antonio Harvey;25;VAN;0,43;0,453;13,4;3,6;1,8
Tony Smith;27;MIA;0,519;0,089;5,5;26,7;2,1
Jeff Malone;34;PHI;0,452;0,163;4,5;8,4;1,7
Benoit Benjamin;31;VAN;0,488;0,348;15;7,6;1,3
Darrick Martin;24;VAN;0,532;0,351;5,5;27,6;3,5
Danny Schayes;36;MIA;0,442;0,489;13;3,5;1,5
Terrence Rencher;22;MIA;0,437;0,434;6,2;20,8;2,1
Carl Herrera;29;SAS;0,407;0,175;11,5;5,9;1,2
Eric Snow;22;SEA;0,473;0,49;6,5;28,2;3,7
Lou Roe;23;DET;0,432;0,356;12,7;6,5;1,5
Marques Bragg;25;MIN;0,475;0,342;12,8;3,6;2,4
Antonio Lang;23;CLE;0,594;0,61;9,6;5,6;2,2
Jerome Allen;23;MIN;0,447;0,343;4,1;20,8;3
John Amaechi;25;CLE;0,456;0,471;9,7;4,1;1
Tyrone Corbin;33;MIA;0,484;0,304;10,7;10,4;2,4
Greg Anderson;31;SAS;0,466;0,532;16,2;4;1,3
Chris Whitney;24;WSB;0,634;0,444;5,8;22,6;2,8
Shawn Bradley;23;PHI;0,486;0,258;18,3;4,1;1,2
Michael Adams;33;CHH;0,579;0,422;4,1;30,4;3,3
Adrian Caldwell;29;IND;0,556;0,434;21;3;1,5
Brad Lohaus;31;NYK;0,563;0,025;5,6;12,6;1,3
Voshon Lenard;22;MIA;0,55;0,305;9,4;16,9;1
Fred Roberts;35;LAL;0,558;0,289;8,6;12,3;2,6
Rich Manning;25;VAN;0,449;0,124;10,4;4,2;0,5
Eric Riley;25;MIN;0,533;0,378;14,7;2,5;1,3
Keith Tower;25;LAC;0,491;0,361;10,1;2,4;0,7
Sharone Wright;23;TOR;0,565;0,57;11,4;6,6;1
Dwayne Schintzius;27;IND;0,465;0,191;16,4;8;1,6
Charles Jones;38;HOU;0,324;0,684;14,1;5,3;0,9
Derrick Coleman;28;PHI;0,466;0,271;14,1;19,3;0,7
Kevin Gamble;30;SAC;0,469;0,122;5,4;9,8;0,7
Mark Macon;26;DET;0,515;0,164;4,6;9,2;2,9
Vincenzo Esposito;27;TOR;0,495;0,39;3,4;12,5;1,3
Greg Grant;29;PHI;0,444;0,125;4,3;33,3;2,2
Byron Houston;26;SAC;0,57;0,406;17,6;4;2,4
James Edwards;40;CHI;0,403;0,236;8,5;5,9;0,2
Brad Lohaus;31;SAS;0,55;0,031;6,7;9,5;0,4
David Vaughn;22;ORL;0,364;0,225;17,5;4,3;1,2
Randolph Childress;23;POR;0,468;0,342;4,3;19,1;1,7
Reggie Jordan;28;ATL;0,536;0,535;12,4;19,2;2,6
Brooks Thompson;25;ORL;0,609;0,262;5,7;20,6;2,6
Scott Skiles;31;PHI;0,513;0,175;3,9;25,8;1,5
Ron Grandison;31;MIA;0,454;0,487;8,9;6,3;1,8
Sherman Douglas;29;BOS;0,482;0,476;5,5;26;0,4
Mario Bennett;22;PHO;0,515;0,656;12,3;3,9;2,5
Doug Christie;25;NYK;0,562;0,301;9,2;19,2;2,9
Jamie Watson;23;UTA;0,493;0,302;7,6;15,6;2
Sean Rooks;26;ATL;0,605;0,741;14;6,9;1
Donny Marshall;23;CLE;0,462;0,515;8,3;5,8;2,2
Andrew DeClercq;22;GSW;0,505;0,38;11,1;6,8;1,8
Joe Courtney;26;CLE;0,443;0,514;16,3;7,2;1,5
Eric Murdock;27;MIL;0,435;0,182;4,4;28,1;1,7
Scott Williams;27;PHI;0,583;0,414;13,8;4,1;1,6
Jeff Turner;33;ORL;0,453;0,039;8,5;4,4;0,5
John Salley;31;CHI;0,411;0,571;13,1;10,2;2,2
Jerry Reynolds;33;MIL;0,45;0,396;10,6;9,5;4,2
Tracy Moore;30;HOU;0,539;0,25;6,6;5,1;0,5
Greg Sutton;28;CHH;0,531;0,38;4,8;30,3;2,2
Micheal Williams;29;MIN;0,504;0,825;7,3;24;1,4
Martin Lewis;20;TOR;0,528;0,417;9,1;2,5;2,2
Steve Scheffler;28;SEA;0,543;0,422;10,8;1,7;1,7
Todd Day;26;MIL;0,443;0,366;7,9;4,6;1,2
Tim Perry;30;NJN;0,524;0,128;11,5;6,1;0,6
Mike Brown;32;PHI;0,554;1,063;13,2;2,8;1
Stacey King;29;MIA;0,481;0,222;8,6;2,1;2,4
Eric Leckner;29;DET;0,634;0,448;13,3;1,1;0,7
Sherell Ford;23;SEA;0,474;0,425;10,2;6,5;2,9
Dan O'Sullivan;27;TOR;0,428;0,229;13,7;2,1;0,7
Greg Grant;29;WSB;0,429;0;2,6;22,9;3
Harold Miner;24;CLE;0,528;0,25;5,9;11,2;0
Melvin Booker;23;HOU;0,401;0,22;3,9;24,5;2
Greg Graham;25;PHI;0,709;0,531;6,8;14,9;2
Mark Price;31;WSB;0,435;0,167;3,2;21,3;2,4
Anthony Miller;24;LAL;0,457;0,286;11,8;4,7;1,7
Steve Bardo;27;DET;0,429;0,261;10,8;19,2;1,8
Monty Williams;24;SAS;0,478;0,261;10,5;5,2;1,7
Dwayne Whitfield;23;TOR;0,504;0,733;12,2;2,4;1,3
Todd Mundt;25;ATL;0,436;0,25;12,5;2,6;0,5
Matt Fish;26;DEN;0,59;0,692;8,9;9,5;1,3
Donald Hodge;26;DAL;0,375;0;10,2;5;0,4
Greg Grant;29;DEN;0,304;0;3,7;18,3;1
Jeff Malone;34;MIA;0,435;0,182;4,5;11,2;1,5
David Wood;31;GSW;0,628;0,571;9,6;7,4;1,1
Robert Werdann;25;NJN;0,517;0,406;13,6;3,9;2,8
Doug Smith;26;BOS;0,388;0,205;13,4;6,8;1,6
Alton Lister;37;MIL;0,506;0,222;20,2;6,3;0
Dell Demps;25;SAS;0,655;0,515;5,8;15,9;1,8
Rex Walters;25;NJN;0,463;0,182;4,4;21,6;1,8
Tim Perry;30;PHI;0,492;0,167;8,6;3,7;1,2
Fred Hoiberg;23;IND;0,594;0,947;6,6;14,3;3,8
Trevor Wilson;27;PHI;0,528;0,2;10,2;8,7;2
Muggsy Bogues;31;CHH;0,415;0,125;5,5;35,1;1,4
LeRon Ellis;26;MIA;0,264;0,273;6,3;8,1;1,4
Randy Woods;25;DEN;0,415;0,091;4,8;24,8;4,3
Clint McDaniel;23;SAC;0,499;0,696;8,2;15,4;3,6
Thomas Hamilton;20;BOS;0,321;0,581;17,6;2,1;0
Elmer Bennett;25;PHI;0,293;0,235;4,4;18,7;0,8
Eric Mobley;25;MIL;0,342;0,571;11,3;0;0,8
Monty Williams;24;NYK;0,372;0,364;16,2;10;1,7
Anthony Cook;28;POR;0,422;0,25;11,4;5,1;0
Henry James;30;HOU;0,573;0,208;5,9;5,7;0
Jeff Webster;24;WSB;0,391;0;7,1;7,7;3,5
Kevin Duckworth;31;MIL;0,27;0,429;7,4;4,8;1,8
Ron Grandison;31;NYK;0,51;0,4;13,5;5,5;3,7
Gerald Glass;28;NJN;0,375;0;5,9;13,1;1,9
Andy Toolson;30;UTA;0,463;0,182;6,9;2,9;0
Rastko Cvetkovic;25;DEN;0,282;0,25;13,2;9,6;2,2
Anthony Bonner;27;ORL;0,36;0,467;25,7;13,5;3,6
Darrell Armstrong;27;ORL;0,622;0,125;2,8;29,3;7,7
Donnie Boyce;22;ATL;0,485;0,174;14,4;13,6;3,9
Charles Smith;28;MIN;0,276;0,2;7,7;22,8;1,3
Elmore Spencer;26;POR;0,478;0,5;13,9;4,3;0
Michael Curry;27;WSB;0,425;0,4;8,7;4,1;1,5
David Wood;31;PHO;0,291;0,333;8,5;7,7;1,5
Jaren Jackson;28;HOU;0,323;1,25;5,1;0;1,6
Corey Beck;24;CHH;0,282;0,25;12,9;21;1,6
Todd Mundt;25;BOS;0,333;0;5,1;4,3;1,5
Bob Thornton;33;WSB;0,218;0,333;22,8;0;1,7
Logan Vander Velden;24;LAC;0,286;0,286;11,6;4,6;0
Herb Williams;37;TOR;0,375;0;15,4;0;1,7
Stefano Rusconi;27;PHO;0,357;0,556;11,6;14,5;0
Darryl Johnson;30;CLE;0,466;0,167;4,8;6,9;0
Reggie Slater;25;DEN;0,53;0,455;15,6;14,6;2
Reggie Slater;25;DAL;0,463;0,182;10,1;0;0
Kevin Pritchard;28;WSB;0,81;1;5,3;44,3;4,7
Elmore Spencer;26;DEN;0;0;11;0;0
Frankie King;23;LAL;0,284;0,273;5,8;15;5,2
Reggie Slater;25;POR;0,6;0;8,5;0;2,6
Robert Churchwell;23;GSW;0,375;0;8,6;8;0
Ron Grandison;31;ATL;0,5;0;18,7;8,1;0
Cuonzo Martin;24;VAN;0,765;0,4;6,2;19,5;2,8
Joe Wolf;31;CHH;0;0;6,7;0;5,8
Matt Fish;26;NYK;0,575;0,1;10,4;14,6;0
Howard Nathan;24;ATL;0,604;0,444;0;31,5;10,7
Gerald Glass;28;CHH;0,46;0,2;8,1;0;3,5
Alvin Heggs;28;HOU;0,633;0,6;8,1;0;0
Mike Peplowski;25;MIL;0,554;0,6;20,4;16,1;4,4
Tim Kempton;32;ATL;;;10,7;12;0
John Coker;24;PHO;0,8;0;10,5;21,2;0
Geert Hammink;26;GSW;0,602;1,5;5,8;0;0
Terrence Rencher;22;PHO;0,647;3;14,5;0;0
Jack Haley;32;CHI;0,363;0,333;16,6;0;0
Geert Hammink;26;ORL;0,532;2;25;0;0
Charles Claxton;25;BOS;0,347;1;16;0;0
Mike Peplowski;25;WSB;;;0;0;0
Cedric Lewis;26;WSB;0,667;0;29,4;0;12,8
Donald Hodge;26;CHH;;;30,3;0;0
Larry Sykes;22;BOS;;;56;0;0
Glen Rice;29;CHH;0,605;0,354;5,7;8,8;1,2
Latrell Sprewell;26;GSW;0,57;0,405;6,5;27;2,1
Juwan Howard;23;WSB;0,529;0,296;11,5;15,2;1,5
Damon Stoudamire;23;TOR;0,516;0,285;5,8;38,2;2
Gary Payton;28;SEA;0,545;0,24;7,1;33,8;3,3
Kendall Gill;28;NJN;0,53;0,369;8,4;18,3;2,5
Chris Mills;27;CLE;0,544;0,234;10,2;11,3;1,6
Jerry Stackhouse;22;PHI;0,524;0,51;5,8;13,5;1,5
Vin Baker;25;MIL;0,553;0,416;15,6;12,1;1,4
Grant Hill;24;DET;0,556;0,503;14,2;36;2,6
Anthony Mason;30;CHH;0,585;0,519;16;21,4;1,3
Christian Laettner;27;ATL;0,562;0,39;13,7;13,3;1,8
Tim Hardaway;30;MIA;0,532;0,263;5,2;41,9;2,6
Tom Gugliotta;27;MIN;0,526;0,423;13,3;19,3;2,2
Doug Christie;26;TOR;0,543;0,322;8,1;16,7;3,4
Mitch Richmond;31;SAC;0,578;0,337;6;20,6;2
Glenn Robinson;24;MIL;0,528;0,253;9,9;14,8;1,8
Michael Jordan;33;CHI;0,567;0,304;8,8;21,2;2,4
Scottie Pippen;31;CHI;0,554;0,213;9,7;24,3;2,7
Joe Smith;21;GSW;0,512;0,292;13,1;7,2;1,3
Kenny Anderson;26;POR;0,54;0,383;7;31,7;2,8
Clifford Robinson;30;POR;0,519;0,296;6,2;13,9;1,7
Mookie Blaylock;29;ATL;0,548;0,15;8,1;27,7;3,8
Allen Iverson;21;PHI;0,513;0,362;5,6;33,6;2,6
Lindsey Hunter;26;DET;0,515;0,195;4,8;8,9;2,4
Kerry Kittles;22;NJN;0,523;0,191;5,7;14;2,7
Eddie Jones;25;LAL;0,559;0,312;6,2;15;3,3
Karl Malone;33;UTA;0,6;0,439;16,8;24,5;2
Rod Strickland;30;WSB;0,533;0,45;6,5;38,1;2,5
Kevin Garnett;20;MIN;0,537;0,247;12,2;14,1;1,9
David Wesley;26;BOS;0,563;0,296;5,1;29,1;2,7
Dikembe Mutombo;30;ATL;0,584;0,602;18,6;6,4;0,9
Antoine Walker;20;BOS;0,474;0,27;14,4;15,3;1,8
Reggie Miller;31;IND;0,603;0,382;5,8;17,4;1,4
Clarence Weatherspoon;26;PHI;0,537;0,344;12,5;7,6;1,3
Dale Ellis;36;DEN;0,537;0,228;5,7;9,8;1,1
Nick Van Exel;25;LAL;0,518;0,186;4,4;37,5;1,3
Joe Dumars;33;DET;0,586;0,293;4,1;18,7;1,1
John Stockton;34;UTA;0,656;0,428;4,9;46;3,1
Olden Polynice;32;SAC;0,476;0,26;15,6;10,2;0,8
Patrick Ewing;34;NYK;0,548;0,434;17,3;10,8;1,3
Charles Oakley;33;NYK;0,545;0,323;16,3;12,7;2
Terrell Brandon;26;CLE;0,526;0,226;6,8;35,6;2,8
Hakeem Olajuwon;34;HOU;0,558;0,313;14,5;16,2;2,1
Vlade Divac;28;CHH;0,533;0,306;15,5;17,5;2
Loy Vaught;28;LAC;0,522;0,176;16,8;6,9;1,6
Steve Smith;27;ATL;0,548;0,343;5;20,2;1,2
Chris Webber;23;WSB;0,554;0,268;15,5;19,9;2,3
Shareef Abdur-Rahim;20;VAN;0,518;0,428;11,5;12,1;1,5
Bryant Reeves;23;VAN;0,523;0,3;12,8;10,8;0,6
Hersey Hawkins;30;SEA;0,616;0,371;7;14,6;3,1
Shawn Kemp;27;SEA;0,583;0,59;17,7;10;2,4
Chris Mullin;33;GSW;0,645;0,269;6,9;19,9;2,5
Mario Elie;33;HOU;0,662;0,395;5,1;17,6;1,8
Allan Houston;25;NYK;0,531;0,211;5,4;11,9;0,8
Otis Thorpe;34;DET;0,563;0,385;14,5;9;1,3
Kevin Johnson;30;PHO;0,631;0,579;5,6;39,3;2
Rick Fox;27;BOS;0,551;0,277;8,6;17,8;3,2
Walt Williams;26;TOR;0,551;0,247;8,1;13;1,9
Danny Ferry;30;CLE;0,523;0,11;8,3;10,4;1,2
Rony Seikaly;31;ORL;0,567;0,551;15,7;6,5;1
Larry Johnson;27;NYK;0,57;0,373;9;11,4;1,3
Ervin Johnson;29;DEN;0,543;0,334;20;4,3;1,3
P,J, Brown;27;MIA;0,505;0,335;15,3;5,9;1,8
Jeff Hornacek;33;UTA;0,596;0,381;5,8;22,1;2,6
Dale Davis;27;IND;0,532;0,313;17,8;4;1,2
Tyrone Hill;28;CLE;0,626;0,64;18,6;6,6;1,4
Antonio McDyess;22;DEN;0,509;0,334;11,9;7,8;1,3
Isaiah Rider;25;POR;0,557;0,266;7;13,4;0,9
Ray Allen;21;MIL;0,541;0,274;7,9;13,9;1,6
Michael Smith;24;SAC;0,545;0,688;17,7;11,2;1,7
Bryon Russell;26;UTA;0,6;0,394;8,2;7,3;2,7
Elden Campbell;28;LAL;0,52;0,393;14;8,6;1
Horace Grant;31;ORL;0,546;0,258;14,1;11,4;2,2
Rodney Rogers;25;LAC;0,53;0,326;9,7;15,3;1,9
Avery Johnson;31;SAS;0,517;0,296;3,6;35,5;2,1
Malik Sealy;26;LAC;0,504;0,308;5,7;11,2;2,7
Eric Williams;24;BOS;0,533;0,532;7,8;8,6;1,5
Popeye Jones;26;TOR;0,522;0,225;16,4;5,6;1,3
Calbert Cheaney;25;WSB;0,53;0,188;6,5;7,2;1,7
Matt Maloney;25;HOU;0,585;0,151;3,9;19,5;1,8
Bobby Phills;27;CLE;0,514;0,227;6,7;18,1;2,8
Antonio Davis;28;IND;0,536;0,565;15,3;4,8;1
Wesley Person;25;PHO;0,567;0,126;7,3;8,6;1,9
Stephon Marbury;19;MIN;0,519;0,387;4,7;38,1;1,5
Alonzo Mourning;26;MIA;0,578;0,638;16,8;8,8;1,3
Sherman Douglas;30;MIL;0,557;0,28;5,1;29,7;1,8
Tyrone Corbin;34;ATL;0,514;0,18;7,6;9;2,2
Anthony Peeler;27;VAN;0,487;0,132;6,3;20,8;2,5
Todd Day;27;BOS;0,515;0,331;8,3;8,6;2,4
Clyde Drexler;34;HOU;0,548;0,298;9,5;26,4;2,7
Bob Sura;23;CLE;0,519;0,543;8,8;30,2;2,3
Vinny Del Negro;30;SAS;0,529;0,165;5,6;18,6;1,4
Anfernee Hardaway;25;ORL;0,554;0,367;6,9;28,5;2,3
Derek Harper;35;DAL;0,516;0,19;3,6;25,3;2,2
Gerald Wilkins;33;ORL;0,503;0,25;4,6;13,8;1,3
Bo Outlaw;25;LAC;0,602;0,556;12,1;11,3;2,3
Detlef Schrempf;34;SEA;0,592;0,436;10,9;20,4;1,5
Dennis Scott;28;ORL;0,519;0,135;5,5;11,1;1,9
Nick Anderson;29;ORL;0,494;0,13;8,2;14,5;3
Hot Rod Williams;34;PHO;0,538;0,476;15,4;6,7;1,6
Danny Manning;30;PHO;0,574;0,316;12,8;13,7;2
Mahmoud Abdul-Rauf;27;SAC;0,524;0,147;3,3;15,8;1,4
Voshon Lenard;23;MIA;0,614;0,154;6,1;13,5;1,3
Derrick Coleman;29;PHI;0,518;0,437;14,9;15,7;1,2
Dell Curry;32;CHH;0,561;0,17;6,1;10;1,6
Chris Childs;29;NYK;0,526;0,292;5,5;30,7;2
Vernon Maxwell;31;SAS;0,471;0,199;4,6;13,4;2,3
Travis Best;24;IND;0,533;0,318;4,8;26,4;2,6
Johnny Newman;33;MIL;0,545;0,452;5,5;8,9;1,9
Armen Gilliam;32;MIL;0,543;0,496;14,8;4,1;1,6
Sam Mitchell;33;MIN;0,523;0,489;9,4;6,3;1,3
John Starks;31;NYK;0,555;0,263;6;19,5;2,3
Charles Barkley;33;HOU;0,581;0,6;20,7;20,6;1,8
Derek Strong;28;ORL;0,513;0,372;15,2;6,2;1,3
LaPhonso Ellis;26;DEN;0,529;0,278;11;12,7;1,1
Mark Jackson;31;DEN;0,528;0,301;7,7;50;1,3
Terry Mills;29;DET;0,585;0,1;11,7;8,9;1
Billy Owens;27;SAC;0,514;0,227;11,5;15,5;1,6
Michael Finley;23;DAL;0,527;0,227;7,3;14,4;1,4
Corliss Williamson;23;SAC;0,535;0,337;9,5;10,9;1,6
Sam Perkins;35;SEA;0,584;0,346;9,2;8,5;1,9
Kevin Willis;34;HOU;0,515;0,277;16,6;6,2;1,1
Tony Massenburg;29;NJN;0,523;0,456;14,3;1,8;1
Lee Mayberry;26;VAN;0,525;0,124;4;26,5;1,7
Dennis Rodman;35;CHI;0,479;0,308;25,6;11,4;0,9
Dominique Wilkins;37;SAS;0,517;0,367;12,4;11,9;1,1
A,C, Green;33;DAL;0,527;0,419;15,5;4,3;1,4
Shaquille O'Neal;24;LAL;0,556;0,483;18,8;17,3;1,2
Lorenzen Wright;21;LAC;0,504;0,305;14,2;4;1,3
Doug West;29;MIN;0,505;0,194;4,6;9,4;1,7
Will Perdue;31;SAS;0,582;0,417;19,9;3,3;0,9
Gary Trent;22;POR;0,569;0,34;13,2;8;1,3
Marcus Camby;22;TOR;0,523;0,339;12,2;9,6;1,8
Rasheed Wallace;22;POR;0,588;0,389;13,1;7,1;1,3
Isaac Austin;27;MIA;0,536;0,354;15,1;9,9;1,3
Muggsy Bogues;32;CHH;0,554;0,144;4,5;38,6;2,4
Mark Price;32;GSW;0,597;0,29;5,7;29,8;1,9
Brian Shaw;30;ORL;0,478;0,271;6,1;27,8;1,9
Greg Anthony;29;VAN;0,526;0,351;5,7;36,1;3,8
Steve Kerr;31;CHI;0,667;0,143;3,9;13,5;1,9
Gheorghe Muresan;25;WSB;0,618;0,368;15,2;2,5;1,2
Roy Rogers;23;VAN;0,518;0,195;12,1;4,3;0,6
Chris Dudley;31;POR;0,449;0,468;19,1;3,2;1,1
Carl Herrera;30;SAS;0,463;0,199;11,1;4,7;1,9
Rex Chapman;29;PHO;0,551;0,199;5,8;16,3;1,5
Darrick Martin;25;LAC;0,539;0,348;3,6;31,6;1,6
Greg Ostertag;23;UTA;0,561;0,502;19,4;2,2;0,7
Tracy Murray;25;WSB;0,546;0,237;8,2;6,6;2
Bryant Stith;26;DEN;0,548;0,388;6,9;12,5;1,7
Keith Askins;29;MIA;0,557;0,182;9,1;6,7;1,6
Jerome Kersey;34;LAL;0,475;0,263;11,7;7,8;3,5
Charlie Ward;26;NYK;0,522;0,371;7,5;28,4;2,5
Arvydas Sabonis;32;POR;0,592;0,436;18,4;14,6;1,9
Tom Hammonds;29;DEN;0,534;0,432;13;5,8;0,5
Ron Harper;33;CHI;0,543;0,202;6,3;15,1;2,6
Mark Davis;23;PHI;0,525;0,314;10,3;12,9;2,5
Jim Jackson;26;DAL;0,532;0,32;7,9;16,8;1,8
Dean Garrett;30;MIN;0,603;0,355;17,6;3,8;1,3
Greg Anderson;32;SAS;0,531;0,355;16,2;3,2;2,1
Marty Conlon;29;BOS;0,542;0,377;11,5;10,1;1,4
Toni Kukoc;28;CHI;0,553;0,288;9,2;24,3;2
Harvey Grant;31;WSB;0,477;0,124;9,3;5,8;1,5
Elliot Perry;27;MIL;0,557;0,231;4,8;25,1;3,3
Terry Porter;33;MIN;0,544;0,37;6,6;30,2;1,8
Felton Spencer;29;GSW;0,521;0,571;15,8;2,1;1,2
Rik Smits;30;IND;0,535;0,296;14,2;9,2;0,8
Buck Williams;36;NYK;0,574;0,549;15,9;5,8;1,4
Jim McIlvaine;24;SEA;0,486;0,388;13,5;2,3;1,4
Luc Longley;28;CHI;0,499;0,247;12,7;14,1;0,8
Antoine Carr;35;UTA;0,522;0,243;8,3;8,2;0,9
Cory Alexander;23;SAS;0,528;0,263;5,1;30;3,1
Derrick McKey;30;IND;0,462;0,325;9,9;15,2;1,7
Byron Scott;35;LAL;0,59;0,398;4,7;10,7;1,7
Blue Edwards;31;VAN;0,472;0,238;7,6;13,5;1,4
Jayson Williams;28;NJN;0,443;0,339;20,9;5,9;0,9
Jason Caffey;23;CHI;0,574;0,548;12,1;9,3;0,9
Carlos Rogers;25;TOR;0,575;0,421;12,7;4,6;1,6
Sean Elliott;28;SAS;0,529;0,422;8,2;15,5;0,9
Tyus Edney;23;SAC;0,499;0,55;4,8;25,4;2,3
Sasha Danilovic;26;MIA;0,556;0,237;4,5;9,8;1,6
Monty Williams;25;SAS;0,543;0,404;9,2;12,5;2,2
Scott Williams;28;PHI;0,529;0,173;16,4;4,9;1,7
James Robinson;26;MIN;0,537;0,237;5,1;16,2;1,2
Lamond Murray;23;LAC;0,52;0,485;10,5;7,2;2,2
Theo Ratliff;23;DET;0,566;0,344;12,3;1,8;1,3
Tony Smith;28;CHH;0,477;0,175;4,4;17,9;2
Dan Majerle;31;MIA;0,523;0,17;7,6;15,3;2,3
Michael Cage;35;PHI;0,475;0,291;14;4,9;1,9
Vitaly Potapenko;21;CLE;0,486;0,296;11,4;6,1;1,2
Shawn Bradley;24;NJN;0,47;0,268;14,3;2,7;1
Michael Curry;28;DET;0,592;0,489;6,1;5,6;1,4
Lawrence Moten;24;VAN;0,461;0,224;5,7;18,6;2,1
George McCloud;29;DAL;0,539;0,191;6,9;14,1;2,3
Eldridge Recasner;29;ATL;0,539;0,166;5,7;13,3;1,7
Andrew Lang;30;MIL;0,498;0,246;14,2;3,2;1,2
Chris Gatling;29;DAL;0,585;0,54;17;4,7;1,6
Jamal Mashburn;24;MIA;0,511;0,319;8,9;15,8;2
Jalen Rose;24;IND;0,541;0,414;6,1;22,9;2,6
Robert Pack;27;NJN;0,494;0,359;3,9;46,2;2,6
Bimbo Coles;28;GSW;0,463;0,156;5,9;19,4;1,5
Jason Kidd;23;PHO;0,519;0,294;7,9;37,4;3,5
Xavier McDaniel;33;NJN;0,439;0,251;14,7;8,7;1,6
Grant Long;30;DET;0,523;0,305;11,8;5,5;2,1
Travis Knight;22;LAL;0,536;0,364;15,7;5,3;1,4
Jim Jackson;26;NJN;0,518;0,277;8,6;23,2;1,3
Cedric Ceballos;27;PHO;0,528;0,32;14,1;7,4;1,3
Jaren Jackson;29;WSB;0,52;0,21;6,8;8,3;2,1
Chris Whitney;25;WSB;0,566;0,342;5,4;23,8;2,3
Duane Ferrell;31;IND;0,521;0,279;7,5;10,3;1,8
Kobe Bryant;18;LAL;0,544;0,393;6,8;13,8;2,3
Brent Barry;25;LAC;0,526;0,245;5,9;23,1;2,5
Howard Eisley;24;UTA;0,53;0,289;4,8;27,7;2,2
Shandon Anderson;23;UTA;0,534;0,311;10,5;7,1;1,4
Andrew DeClercq;23;GSW;0,552;0,553;16,6;4,9;1,6
Pooh Richardson;30;LAC;0,455;0,125;5,4;25,3;2,7
Shawn Bradley;24;DAL;0,486;0,236;15,7;5,9;0,9
George Lynch;26;VAN;0,512;0,333;14,3;12,3;3,2
Randy Brown;28;CHI;0,461;0,252;5,9;18;4,1
Terry Dehere;25;LAC;0,524;0,386;5,3;24,6;1,3
Mark Jackson;31;IND;0,519;0,339;7;44,8;2,4
Erick Dampier;21;IND;0,451;0,5;16,7;6,9;1
Khalid Reeves;24;NJN;0,528;0,209;4,5;26,1;1,1
Brooks Thompson;26;DEN;0,528;0,094;5,2;29,4;2,7
Matt Geiger;27;CHH;0,538;0,363;15;6,2;1
Rex Walters;26;PHI;0,571;0,191;5,6;17,6;1,4
Matt Bullard;29;HOU;0,535;0,12;6,6;10;1,1
Donyell Marshall;23;GSW;0,478;0,233;16;9,1;1,3
